id,assistant_id,name,description,created_at,active,phone,payment_status,summary_time,niche,expectation,subject,link,updated_at
93,asst_DQjPbfGeXnR2mLkdbPWPsWay,Magnetic Flows Academy,"Um grupo voltado para o aprendizado e troca de experiências sobre automações de marketing digital, incluindo SEO e gestão de leads, com ênfase na solução de problemas e integração de ferramentas.",2025-04-03 20:46:50.809872+00,t,120363280506738185-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
15,asst_OMtahvOJRCp3KlY8JoZgcS0C,MENTORIA l Direito Digital 360º,Um espaço de mentoria sobre Direito Digital onde advogados trocam experiências e informações sobre casos relacionados a plataformas digitais e proteção de dados.,2025-04-03 16:08:07.088189+00,t,120363175248900639-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
6,asst_sZZ4hNTUmdld3FdvRtKIt1nB,Equipe Bóris,"Um grupo focado na colaboração e desenvolvimento de um projeto específico, onde os membros discutem atualizações, funcionalidades e soluções técnicas.",2025-04-03 16:04:06.759136+00,t,120363373354295370-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
26,asst_O30y0EIT6O3ddVizMiiAGQL2,Mentoria E-Bordados,"Um grupo voltado para mentoria em bordados, onde os membros compartilham desafios, dicas e experiências relacionadas ao artesanato e técnicas de bordado.",2025-04-03 16:15:48.281084+00,t,120363208345961749-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
253,asst_9G5cnxxgP8tc4UxmR2H8Mp4C,Mentoria ViV - Médico de Excelência (MEX),"Um grupo voltado para a troca de experiências e informações sobre medicina integrativa, tratamentos hormonais e suporte a profissionais de saúde no aprimoramento de suas práticas.",2025-07-23 16:48:47.624811+00,t,120363213412221483-group,PAID,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
11,asst_vfEyC0v3YL3ge0GovRQIq78w,Comunidade GM 💸🧠✨,"Uma comunidade voltada para a aprendizagem e discussão sobre investimentos em criptomoedas, incluindo análise de mercado, gestão de carteira e estratégias de airdrops.",2025-04-03 16:06:22.248424+00,t,120363261755158569-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
162,asst_Vvz49WRjkwuRn90ZHafWiPz8,B2Mamy Comunidade Tentantes,"Um espaço de apoio e troca de experiências para mulheres que estão tentando engravidar, compartilhando suas histórias, desafios e recursos relacionados à fertilidade.",2025-04-14 16:30:35.395528+00,t,120363418645106446-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
50,asst_6AYmnB0SgHZmCVDsTXq9YGLK,MKT - Corpal,"Um grupo voltado à criação e gestão de campanhas de marketing para os empreendimentos da Corpal, com ênfase em lançamentos imobiliários e estratégias de divulgação nas redes sociais.",2025-04-03 16:54:43.827206+00,t,120363324839120317-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
111,asst_EflaMjxv09FUCGMYzGOpZofp,DFAC - Onde está o Zebrinha?,"Um grupo voltado para compartilhar informações, acompanhar e discutir sobre a rota e localização do ônibus Zebrinha, facilitando o acesso ao transporte público em Águas Claras.",2025-04-04 16:13:55.680683+00,t,120363412558134243-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
8,asst_JQ6vy6fkbfFR7Udgoo6wJGXs,SCALE MENTORING,"Um grupo voltado para o compartilhamento de estratégias, experiências e desafios no lançamento de produtos digitais, com foco em marketing e vendas.",2025-04-03 16:05:13.357863+00,t,120363159372326129-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
64,asst_8cjAcyI1W1M7pkgG4smxIByP,Ofertas - Alvorada,"Um grupo voltado para a troca de informações, esclarecimento de dúvidas e compartilhamento de imagens relacionadas a produtos e ofertas da empresa Alvorada.",2025-04-03 17:35:32.833021+00,t,556193925957-1554129555,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
58,asst_4wj83ksSQfZcJtj7ISxNNMtt,TEA FISIO TRAFEGO,"Um grupo voltado para a coordenação e otimização de campanhas de tráfego para captação de leads no Instituto TEA e Fisiomed, com foco na melhora do engajamento e qualificação dos contatos.",2025-04-03 17:19:51.5236+00,t,120363285971315660-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
55,asst_WQX5ZGXicn539q2NxQo1LpGd,Comunidade B2Mamy,"Um espaço para mulheres empreendedoras trocarem experiências, se apoiarem e colaborarem em projetos e desafios, promovendo crescimento pessoal e profissional.",2025-04-03 17:01:27.898945+00,t,120363085763569390-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
49,asst_YEjSwEpc97zoAl2UWikdzFF8,[CHAT] Wrexham Brasil,"Um grupo focado em discutir sobre o Wrexham, incluindo especulações sobre contratações, desempenho da equipe e novidades relacionadas ao time.",2025-04-03 16:54:10.377665+00,t,120363319506698814-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
47,asst_R9ljw92hyRWtpfvwdMGD0G7a,MRC - Turma 4 🧠💸🍾,"Um grupo voltado para a educação e prática em investimentos, com foco em gestão financeira, análise de mercado e estratégias para maximizar ganhos com criptomoedas e ativos digitais.",2025-04-03 16:51:52.767484+00,t,120363371809698475-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
31,asst_8HpUh1tHVQdKM5qB4wYJbS8N,r/MarketingDigitalBR,"Um espaço colaborativo para profissionais de marketing digital trocarem experiências, dicas e estratégias, visando crescimento e resolução de desafios na área.",2025-04-03 16:21:21.389962+00,t,120363135006767856-group,PARTNER,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
7,asst_Q2IEBHr9amwuNKaOPwSbh9DM,Mentoria - Diogo Viana,"Um grupo de profissionais de saúde que troca experiências e discussões sobre tratamento, acompanhamento e manejo de pacientes, com foco em medicina integrada e cuidados femininos.",2025-04-03 16:04:38.92727+00,t,120363044937041373-group,PAID,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
254,asst_O2fXBUV4tgutxLDfZvDIw5yP,BLACKSISTERS IN LAW,"Um grupo que promove o empoderamento e a formação profissional de mulheres negras na área do direito, oferecendo eventos, lives e cursos voltados ao fortalecimento da advocacia.",2025-07-23 22:29:15.281818+00,f,120363033305513047-group,COMMUNITY,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
34,asst_swyt8S9EtHJ9S81xBqOVWO2s,DFAC - G32,"Um grupo voltado para a troca de informações e alertas sobre segurança, eventos e serviços na comunidade de Águas Claras.",2025-04-03 16:22:58.852762+00,t,120363220435211557-group,SPY,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
105,asst_FmodoHw2bdZ0SYJOEK9NXmT3,Comunidade CRM Hub,"Um grupo voltado para o intercâmbio de informações e experiências relacionadas a CRM, com o objetivo de melhorar a gestão de relacionamento com clientes e promover colaborações entre os membros.",2025-04-04 02:47:12.544033+00,t,120363046160442138-group,TRIAL,20,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
255,asst_SjCEE2UQ5N6xQirqQB9TImPa,Black Sisters in Law,"Um espaço de apoio e troca de experiências entre mulheres negras em atuação no Direito, promovendo networking, aprendizado e fortalecimento mútuo.",2025-07-23 22:29:15.327412+00,t,120363042760088353-group,TRIAL,19,\N,\N,\N,\N,2025-08-19 16:21:09.994802+00
